C,SETP.WORLD,DVD_GENUNITS,AEMO,PUBLIC,2024/02/07,00:25:16,0000000410396561,,0000000410396500
I,PARTICIPANT_REGISTRATION,GENUNITS,2,GENSETID,STATIONID,SETLOSSFACTOR,CDINDICATOR,AGCFLAG,SPINNINGFLAG,VOLTLEVEL,REGISTEREDCAPACITY,DISPATCHTYPE,STARTTYPE,MKTGENERATORIND,NORMALSTATUS,MAXCAPACITY,GENSETTYPE,GENSETNAME,LASTCHANGED,CO2E_EMISSIONS_FACTOR,CO2E_ENERGY_SOURCE,CO2E_DATA_SOURCE
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WOOLNTH1,,,N,N,N,110,140,NET/NET,,Y,N,140,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WPWF,,,N,N,N,132,91,NET/NET,SLOW,Y,N,91,GENERATOR,,"2021/12/06 10:00:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WRSF1,,,N,N,N,132,22,GROSS/NET,SLOW,Y,N,20,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WRWF1,,,N,N,N,132,175,NET/NET,SLOW,Y,N,172,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WSTWYSF1,,,N,Y,N,132,105,GROSS/NET,SLOW,Y,N,90,GENERATOR,,"2022/09/21 15:13:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WYA252B1,,,N,N,N,11,25,NET/NET,,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WYANGALA,,,N,N,N,66,20,NET/NET,,Y,N,20,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WYANGALB,,,N,N,N,11,4,NET/NET,,Y,N,4,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WYB252B1,,,N,N,N,11,25,NET/NET,,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YABULU,,,Y,Y,N,132,160,GROSS/NET,FAST,Y,N,174,GENERATOR,,"2018/10/24 09:51:00",0.58722106,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YABULU2,,,Y,N,N,66,82,GROSS/NET,SLOW,Y,N,84,GENERATOR,,"2018/10/24 09:51:00",0.58722106,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YAMBUK,,,N,N,N,66,30,NET/NET,,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YARANSF1,,,N,N,N,110,121,GROSS/NET,SLOW,Y,N,103,GENERATOR,,"2020/01/06 10:38:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YARWN1_1,,,N,N,N,132,154,GROSS/NET,SLOW,Y,N,180,GENERATOR,,"2018/10/24 09:51:00",0.48776109,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YATSF1,,,N,N,N,66,94,GROSS/NET,SLOW,Y,N,81,GENERATOR,,"2020/11/16 08:54:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YAWWF,,,N,N,N,22,7,NET/NET,SLOW,Y,N,7,GENERATOR,,"2018/11/12 10:23:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YENDWF1,,,N,N,N,66,144,GROSS/NET,SLOW,Y,N,142,GENERATOR,,"2019/06/17 15:11:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YSWF1,,,N,N,N,66,28,NET/NET,,Y,N,28,GENERATOR,,"2018/12/28 09:01:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YWNGAHYD,,,N,N,N,22,9,GROSS/NET,,Y,N,9,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YWNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",1.27983672,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YWPS1,,,Y,Y,N,220,360,GROSS/NET,SLOW,Y,N,380,GENERATOR,,"2018/10/24 09:51:00",1.27983672,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YWPS2,,,Y,Y,N,220,360,GROSS/NET,SLOW,Y,N,395,GENERATOR,,"2018/10/24 09:51:00",1.27983672,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YWPS3,,,Y,Y,N,220,380,GROSS/NET,SLOW,Y,N,405,GENERATOR,,"2018/10/24 09:51:00",1.27983672,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,YWPS4,,,Y,Y,N,220,380,GROSS/NET,SLOW,Y,N,405,GENERATOR,,"2018/10/24 09:51:00",1.27983672,"Brown coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CETHANA,,,Y,Y,N,220,85,NET/NET,SLOW,Y,N,100,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CG1,,,N,Y,N,330,181,GROSS/NET,FAST,Y,N,181,GENERATOR,,"2018/10/24 09:51:00",0.65883487,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CG3,,,N,Y,N,330,181,GROSS/NET,FAST,Y,N,181,GENERATOR,,"2018/10/24 09:51:00",0.65883487,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CHILDSF1,,,N,N,N,33,64,NET/NET,SLOW,Y,N,56,GENERATOR,,"2019/01/24 17:10:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CHPSTWF1,,,N,N,N,22,6,NET/NET,,Y,N,6,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CHYTWF1,,,N,N,N,66,57,GROSS/NET,SLOW,Y,N,57,GENERATOR,,"2020/04/24 11:44:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CLARESF1,,,N,N,N,132,110,GROSS/NET,SLOW,Y,N,100,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CLAYTON,,,N,N,N,22,11,GROSS/NET,,Y,N,11,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CLEMGPWF,,,N,N,N,132,57,NET/NET,SLOW,Y,N,57,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CLERMSF1,,,N,N,N,66,92,GROSS/NET,SLOW,Y,N,75,GENERATOR,,"2019/06/17 12:20:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CLUNY,,,N,Y,N,220,19,NET/NET,,Y,N,22,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CODRNGTON,,,N,N,N,66,18,NET/NET,,Y,N,18,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COHUNSF1,,,N,N,N,22,16,GROSS/NET,SLOW,Y,N,14,GENERATOR,,"2020/12/18 13:45:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COHUNSF2,,,N,N,N,22,15,GROSS/NET,SLOW,Y,N,13,GENERATOR,,"2020/12/18 13:45:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLEASF1,,,N,N,N,132,180,NET/NET,SLOW,Y,N,150,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLUMSF1,,,N,Y,N,132,217,GROSS/NET,SLOW,Y,N,162,GENERATOR,,"2022/06/10 11:46:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLWF01,,,N,Y,N,330,113,GROSS/NET,SLOW,Y,N,110,GENERATOR,,"2020/11/06 15:08:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLWF02,,,N,Y,N,330,113,GROSS/NET,SLOW,Y,N,109,GENERATOR,,"2020/11/06 15:08:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CONDONG1,,,N,N,N,66,30,GROSS/NET,,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0.0180,Bagasse,NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COOPGWF1,,,N,N,N,275,227,NET/NET,SLOW,Y,N,221,GENERATOR,,"2019/06/03 09:54:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COOPGWF2,,,N,N,N,275,225,NET/NET,SLOW,Y,N,219,GENERATOR,,"2019/06/03 09:54:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COPTNHYD,,,N,N,N,66,23,GROSS/NET,,Y,N,23,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CORIO1,,,N,N,N,22,1,GROSS/NET,,Y,N,1,GENERATOR,,"2019/05/30 16:04:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CPP_3,,,Y,Y,N,275,420,GROSS/NET,SLOW,Y,N,466,GENERATOR,,"2020/10/19 14:49:00",0.91060635,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CPP_4,,,Y,Y,N,275,420,GROSS/NET,SLOW,Y,N,420,GENERATOR,,"2018/10/24 09:51:00",0.91060635,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CPSA1,,,N,Y,N,132,44,GROSS/NET,SLOW,Y,N,44,GENERATOR,,"2018/10/24 09:51:00",0.45850988,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CPSA2,,,N,Y,N,132,44,GROSS/NET,SLOW,Y,N,44,GENERATOR,,"2018/10/24 09:51:00",0.45850988,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CPSA3,,,N,Y,N,132,57,GROSS/NET,SLOW,Y,N,57,GENERATOR,,"2018/10/24 09:51:00",0.45850988,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CROOKWF2,,,N,N,N,330,96,GROSS/NET,SLOW,Y,N,91,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CROWLWF1,,,N,N,N,220,79,NET/NET,SLOW,Y,N,79,GENERATOR,,"2018/11/05 13:24:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CRURWF1,,,N,N,N,132,141,GROSS/NET,SLOW,Y,N,138,GENERATOR,,"2020/11/20 15:10:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CRWASF1,,,N,Y,N,22,36,GROSS/NET,SLOW,Y,N,30,GENERATOR,,"2021/02/05 14:32:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CSPVPS1,,,N,N,N,33,42,GROSS/NET,SLOW,Y,N,40,GENERATOR,,"2019/05/20 16:20:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CTHLWF1,,,N,N,N,220,148,GROSS/NET,SLOW,Y,N,144,GENERATOR,,"2020/01/03 15:57:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CULLRG01,,,N,N,N,132,30,NET/NET,,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DALNTH01,,,N,Y,N,33,30,GROSS/NET,FAST,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DARLSF1,,,N,N,N,132,324,GROSS/NET,SLOW,Y,N,275,GENERATOR,,"2020/08/07 11:54:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DARTM1,,,Y,Y,N,220,150,GROSS/NET,FAST,Y,N,185,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TALWB1,,,N,Y,N,132,320,NET/NET,FAST,Y,N,320,GENERATOR,,"2023/10/06 15:22:15",0.45,"Natural Gas (Pipeline)","ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WOYWOY1,,,N,N,N,11,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:11",0.0830,"Landfill biogas methane","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BURRIN2,,,N,N,N,132,7,GROSS/NET,,Y,N,7,GENERATOR,,"2022/01/17 13:38:09",0,Hydro,"ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BURRIN3,,,N,N,N,132,20,GROSS/NET,,Y,N,20,GENERATOR,,"2022/01/17 13:38:09",0,Hydro,"ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TORRA3,,,Y,Y,N,275,120,GROSS/NET,SLOW,Y,N,130,GENERATOR,,"2022/09/29 09:02:57",0.708560,"Natural Gas (Pipeline)","ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WALGRVL1,,,N,Y,N,132,47,GROSS/NET,FAST,Y,N,47,LOAD,,"2022/10/26 12:28:37",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DAYDSF1,,,N,N,N,33,79,GROSS/NET,SLOW,Y,N,71,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DAYDSF2,,,N,N,N,33,88,GROSS/NET,SLOW,Y,N,78,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DDPS0,,,N,Y,N,275,280,GROSS/NET,SLOW,Y,N,280,GENERATOR,,"2018/10/24 09:51:00",0.42764673,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DDPS1,,,N,Y,N,275,121,NET/NET,SLOW,Y,N,127,GENERATOR,,"2018/10/24 09:51:00",0.42764673,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DDPS2,,,N,Y,N,275,121,NET/NET,SLOW,Y,N,127,GENERATOR,,"2018/10/24 09:51:00",0.42764673,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DDPS3,,,N,Y,N,275,121,GROSS/NET,SLOW,Y,N,127,GENERATOR,,"2018/10/24 09:51:00",0.42764673,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DDSF1,,,N,N,N,275,121,NET/NET,SLOW,Y,N,108,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DEVILS_G,,,Y,Y,N,110,60,NET/NET,SLOW,Y,N,67,GENERATOR,,"2019/08/08 11:13:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DIAPUR,,,N,N,N,22,8,GROSS/NET,,Y,N,7,GENERATOR,,"2021/09/23 17:05:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DRYCGT1,,,Y,N,N,66,52,GROSS/NET,FAST,Y,N,57,GENERATOR,,"2018/10/24 09:51:00",1.03689645,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DRYCGT2,,,Y,N,N,66,52,GROSS/NET,FAST,Y,N,57,GENERATOR,,"2018/10/24 09:51:00",1.03689645,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DRYCGT3,,,Y,N,N,66,52,GROSS/NET,FAST,Y,N,57,GENERATOR,,"2018/10/24 09:51:00",1.03689645,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DRYCNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",1.03689645,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DRYCNL2,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",1.03689645,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DUNDWF1,,,N,N,N,500,168,GROSS/NET,SLOW,Y,N,168,GENERATOR,,"2020/03/06 14:36:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DUNDWF2,,,N,N,N,500,46,GROSS/NET,SLOW,Y,N,46,GENERATOR,,"2020/03/06 14:36:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DUNDWF3,,,N,N,N,500,121,GROSS/NET,SLOW,Y,N,122,GENERATOR,,"2020/03/06 14:36:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,EASTCRK,,,N,N,N,11,5,GROSS/NET,,Y,N,5,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,EASTCRK2,,,N,N,N,33,6,NET/NET,,Y,N,6,GENERATOR,,"2020/11/27 11:57:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,EDENVSF1,,,N,Y,N,275,180,GROSS/NET,SLOW,Y,N,146,GENERATOR,,"2022/12/16 14:15:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,EILDON1,,,Y,Y,N,220,60,GROSS/NET,FAST,Y,N,60,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,EILDON2,,,Y,Y,N,220,60,GROSS/NET,FAST,Y,N,60,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,EILDON3,,,N,N,N,22,5,NET/NET,,Y,N,5,GENERATOR,,"2019/05/30 16:04:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ELAINWF1,,,N,N,N,220,83,GROSS/NET,SLOW,Y,N,82,GENERATOR,,"2020/04/03 14:34:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,EMERASF1,,,N,N,N,66,88,NET/NET,SLOW,Y,N,72,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ER01,,,Y,Y,N,330,720,GROSS/NET,SLOW,Y,N,750,GENERATOR,,"2018/10/24 09:51:00",0.88823144,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ER02,,,Y,Y,N,330,720,GROSS/NET,SLOW,Y,N,750,GENERATOR,,"2018/10/24 09:51:00",0.88823144,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ER03,,,Y,Y,N,500,720,GROSS/NET,SLOW,Y,N,750,GENERATOR,,"2018/10/24 09:51:00",0.88823144,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ER04,,,Y,Y,N,500,720,GROSS/NET,SLOW,Y,N,750,GENERATOR,,"2018/10/24 09:51:00",0.88823144,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ERNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",0.88823144,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,FINLYSF1,,,N,N,N,132,162,GROSS/NET,SLOW,Y,N,133,GENERATOR,,"2019/07/26 16:06:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,FISHER,,,Y,Y,N,220,43,NET/NET,SLOW,Y,N,46,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,FNWF1,,,N,N,N,22,4,GROSS/NET,,Y,N,3,GENERATOR,,"2020/07/24 15:27:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,FSWF1,,,N,N,N,22,8,GROSS/NET,,Y,N,7,GENERATOR,,"2021/03/19 15:34:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GANGARR1,,,N,Y,N,132,162,GROSS/NET,SLOW,Y,N,120,GENERATOR,,"2021/04/09 15:03:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GANNBG1,,,N,Y,N,33,30,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2019/01/16 14:32:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GANNSF1,,,N,N,N,33,25,GROSS/NET,SLOW,Y,N,22,GENERATOR,,"2019/01/16 14:32:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GANNSF2,,,N,N,N,33,30,GROSS/NET,SLOW,Y,N,27,GENERATOR,,"2019/01/16 14:32:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BRAEMAR3,,,Y,Y,N,275,168,GROSS/NET,FAST,Y,N,188,GENERATOR,,"2020/02/20 13:26:10",,"Coal seam methane","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DULAWF1,,,N,Y,N,132,180,GROSS/NET,SLOW,Y,N,173,GENERATOR,,"2023/03/31 14:06:52",0,Wind,"ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KEPBG1,,,N,N,N,33,2,NET/NET,,Y,N,2,GENERATOR,,"2021/06/18 16:07:17",0,"Battery Storage","Estimate - Other"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KEPBL1,,,N,N,N,33,2,NET/NET,,Y,N,2,LOAD,,"2021/06/18 16:07:17",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SH04,,,Y,N,N,330,80,GROSS/NET,FAST,Y,N,82,GENERATOR,,"2022/12/20 14:34:10",0,Hydro,"ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HBESSL1,,,N,Y,N,220,200,NET/NET,FAST,Y,N,150,LOAD,,"2023/02/03 14:55:25",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TB2BLOAD,,,N,Y,N,132,50,GROSS/NET,FAST,Y,N,41,LOAD,,"2023/02/24 14:11:46",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WANDSF1,,,N,Y,N,275,159,NET/NET,SLOW,Y,N,125,GENERATOR,,"2023/03/03 14:04:05",0,Solar,"ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,RESS1G,,,N,Y,N,33,80,GROSS/NET,FAST,Y,N,60,GENERATOR,,"2023/05/19 15:30:48",0,"Battery Storage","ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,RESS1L,,,N,Y,N,33,80,GROSS/NET,FAST,Y,N,60,LOAD,,"2023/05/19 15:30:48",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DPNTBG1,,,N,Y,N,33,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2023/05/26 15:16:22",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DPNTBL1,,,N,Y,N,33,25,GROSS/NET,FAST,Y,N,25,LOAD,,"2023/05/26 15:16:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WYASF1,,,N,Y,N,132,62,GROSS/NET,SLOW,Y,N,53,GENERATOR,,"2023/06/02 15:03:40",0,Solar,"ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CAPBES1G,,,N,Y,N,132,125,GROSS/NET,FAST,Y,N,100,GENERATOR,,"2023/07/21 16:16:18",0,"Battery Storage","ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CAPBES1L,,,N,Y,N,132,125,GROSS/NET,FAST,Y,N,100,LOAD,,"2023/07/21 16:16:18",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BANGOWF1,,,N,N,N,132,159,GROSS/NET,SLOW,Y,N,155,GENERATOR,,"2023/10/09 15:34:50",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,OSB01,,,Y,N,N,66,118,GROSS/NET,SLOW,Y,N,136,GENERATOR,,"2023/10/09 15:34:50",0.41226004,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,OSB02,,,Y,N,N,66,62,GROSS/NET,SLOW,Y,N,68,GENERATOR,,"2023/10/09 15:34:50",0.41226004,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SALTCRK1,,,N,N,N,66,54,NET/NET,SLOW,Y,N,54,GENERATOR,,"2023/10/09 15:34:50",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BHBG1,,,N,Y,N,22,66,GROSS/NET,FAST,Y,N,50,GENERATOR,,"2023/11/24 14:03:22",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BHBL1,,,N,Y,N,22,66,GROSS/NET,FAST,Y,N,50,LOAD,,"2023/11/24 14:03:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GANNSFL1,,,N,N,N,33,1,GROSS/NET,SLOW,Y,N,1,GENERATOR,,"2019/01/16 14:32:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GB01,,,N,N,N,22,50,GROSS/NET,,Y,N,50,GENERATOR,,"2018/10/24 09:51:00",0.60144457,"Natural Gas (Pipeline)",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GERMCRK,,,Y,N,N,66,44,GROSS/NET,,Y,N,42,GENERATOR,,"2021/11/05 14:16:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GLADNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",0.95248677,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GLBWNHYD,,,N,N,N,33,6,GROSS/NET,,Y,N,6,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
