C,SETP.WORLD,DVD_GENUNITS,AEMO,PUBLIC,2024/02/07,00:25:16,0000000410396561,,0000000410396500
I,PARTICIPANT_REGISTRATION,GENUNITS,2,GENSETID,STATIONID,SETLOSSFACTOR,CDINDICATOR,AGCFLAG,SPINNINGFLAG,VOLTLEVEL,REGISTEREDCAPACITY,DISPATCHTYPE,STARTTYPE,MKTGENERATORIND,NORMALSTATUS,MAXCAPACITY,GENSETTYPE,GENSETNAME,LASTCHANGED,CO2E_EMISSIONS_FACTOR,CO2E_ENERGY_SOURCE,CO2E_DATA_SOURCE
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TUMUT3-2,,,N,N,N,330,250,GROSS/NET,,N,N,300,GENERATOR,,"2011/06/28 15:55:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TUMUT3-4,,,N,N,N,330,250,GROSS/NET,,N,N,300,GENERATOR,,"2011/06/28 15:55:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MURR2-4,,,N,N,N,330,138,GROSS/NET,,N,N,202,GENERATOR,,"2011/06/28 15:55:21",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MURR1-1,,,N,N,N,330,95,GROSS/NET,,N,N,95,GENERATOR,,"2011/06/28 15:55:21",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MURR1-5,,,N,N,N,330,95,GROSS/NET,,N,N,95,GENERATOR,,"2011/06/28 15:55:21",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MURR2-2,,,N,N,N,330,138,GROSS/NET,,N,N,138,GENERATOR,,"2011/06/28 15:55:21",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TUMUT1-4,,,N,N,N,330,82,GROSS/NET,,N,N,82,GENERATOR,,"2011/06/28 15:55:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TUMUT3-3,,,N,N,N,330,250,GROSS/NET,,N,N,300,GENERATOR,,"2011/06/28 15:55:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TUMUT3-6,,,N,N,N,330,250,GROSS/NET,,N,N,300,GENERATOR,,"2011/06/28 15:55:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KRCCOGEN,,,N,N,N,11,5,GROSS/NET,,Y,N,5,GENERATOR,,"2012/06/08 12:36:28",0.68,"Natural Gas (Pipeline)","NTNDP 2011"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PMATTAEP,,,N,N,N,11,4,NET/NET,,Y,N,4,GENERATOR,,"2012/06/08 12:36:31",0.0220,"Landfill biogas methane","NTNDP 2011"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SYMEX1_1,,,N,N,N,11,5,GROSS/NET,,Y,N,5,GENERATOR,,"2012/10/04 11:19:58",0.5460,"Natural Gas (Pipeline)","Estimate - NGA 2012"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PTH01,,,N,N,N,220,320,GROSS/NET,,N,Y,360,LOAD,,"2013/08/21 17:08:20",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AS_NSW1,,,N,N,N,1,1,GROSS/NET,SLOW,N,N,1,LOAD,,"2014/01/30 12:28:32",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AMCORGR1,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2012/06/08 12:36:32",0.90,"Diesel oil","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AMCORGR2,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2012/06/08 12:36:32",0.90,"Diesel oil","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AMCORGR3,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2012/06/08 12:36:32",0.90,"Diesel oil","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BANKSPT2,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2014/01/31 16:13:22",0.90,"Diesel oil","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CALL_A_2,,,Y,N,N,132,30,GROSS/NET,SLOW,N,N,30,GENERATOR,,"2012/06/08 12:36:54",1.3280,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLNSNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2012/06/08 12:36:02",1.19176895,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLNSV_1,,,Y,N,N,132,30,GROSS/NET,SLOW,Y,N,31,GENERATOR,,"2012/09/06 13:59:35",1.19176895,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLNSV_2,,,Y,N,N,132,30,GROSS/NET,SLOW,Y,N,31,GENERATOR,,"2012/09/06 13:59:35",1.19176895,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLNSV_3,,,Y,N,N,132,30,GROSS/NET,SLOW,Y,N,32,GENERATOR,,"2012/09/06 13:59:35",1.19176895,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLNSV_4,,,Y,N,N,132,30,GROSS/NET,SLOW,Y,N,32,GENERATOR,,"2012/09/06 13:59:35",1.19176895,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,COLNSV_5,,,Y,N,N,132,66,GROSS/NET,SLOW,Y,N,66,GENERATOR,,"2012/09/06 13:59:35",1.19176895,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ENERGYB1,,,Y,Y,N,275,30,GROSS/NET,SLOW,Y,N,30,GENERATOR,,"2014/01/31 16:13:23",1.64871738,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ENERGYB2,,,Y,Y,N,275,30,GROSS/NET,SLOW,Y,N,30,GENERATOR,,"2014/01/31 16:13:23",1.64871738,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ENERGYB3,,,Y,Y,N,275,30,GROSS/NET,SLOW,Y,N,30,GENERATOR,,"2014/01/31 16:13:23",1.64871738,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ENERGYB4,,,Y,Y,N,275,30,GROSS/NET,SLOW,Y,N,30,GENERATOR,,"2014/01/31 16:13:23",1.64871738,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ENERGYB5,,,Y,Y,N,275,75,GROSS/NET,SLOW,Y,N,75,GENERATOR,,"2014/01/31 16:13:23",1.64871738,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HEZ,,,N,N,N,33,29,GROSS/NET,,Y,N,29,GENERATOR,,"2012/06/08 12:36:30",0.77142857,"Diesel oil","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HIGHBRY1,,,N,N,N,11,2,GROSS/NET,,Y,N,2,GENERATOR,,"2014/01/31 16:13:22",0.0576,"Landfill biogas methane","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPS1,,,Y,Y,N,220,220,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPS2,,,Y,Y,N,220,220,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPS3,,,Y,Y,N,220,200,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPS4,,,Y,Y,N,220,200,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPS5,,,Y,Y,N,220,200,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPS6,,,Y,Y,N,220,200,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPS7,,,Y,Y,N,220,200,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HWPS8,,,Y,Y,N,220,200,GROSS/NET,SLOW,Y,N,220,GENERATOR,,"2014/01/31 16:13:23",1.55800075,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MM3,,,Y,Y,N,330,300,GROSS/NET,SLOW,Y,N,310,GENERATOR,,"2014/01/31 16:13:22",1.16298701,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MM4,,,Y,Y,N,330,300,GROSS/NET,SLOW,Y,N,310,GENERATOR,,"2014/01/31 16:13:22",1.16298701,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MMNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2014/01/31 16:13:22",1.16298701,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MORNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2014/01/31 16:13:23",1.64871738,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,NPS1,,,Y,Y,N,275,265,GROSS/NET,SLOW,Y,N,273,GENERATOR,,"2014/05/14 10:45:27",1.13063506,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,NPS2,,,Y,Y,N,275,265,GROSS/NET,SLOW,Y,N,273,GENERATOR,,"2014/05/14 10:45:27",1.13063506,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,NPSNL1,,,N,N,N,275,100,GROSS/NET,,Y,N,100,GENERATOR,,"2014/01/31 16:13:22",1.13063506,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,NPSNL2,,,N,N,N,275,100,GROSS/NET,,Y,N,100,GENERATOR,,"2014/01/31 16:13:22",1.13063506,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PLAYFB1,,,Y,Y,N,275,60,GROSS/NET,SLOW,Y,N,63,GENERATOR,,"2014/01/31 16:13:22",1.50904110,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PLAYFB2,,,Y,Y,N,275,60,GROSS/NET,SLOW,Y,N,63,GENERATOR,,"2014/01/31 16:13:22",1.50904110,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PLAYFB3,,,Y,Y,N,275,60,GROSS/NET,SLOW,Y,N,63,GENERATOR,,"2014/01/31 16:13:22",1.50904110,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PLAYFB4,,,Y,Y,N,275,60,GROSS/NET,SLOW,Y,N,63,GENERATOR,,"2014/01/31 16:13:22",1.50904110,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SUNCOAST,,,N,N,N,11,1,NET/NET,,Y,N,1,GENERATOR,,"2012/06/08 12:36:28",0.0216,"Primary solid biomass fuels","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TEATREE1,,,N,N,N,11,1,GROSS/NET,,Y,N,1,GENERATOR,,"2014/01/31 16:13:22",0.0576,"Landfill biogas methane","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TERMSTOR,,,N,N,N,11,2,GROSS/NET,,Y,N,2,GENERATOR,,"2012/06/08 12:36:32",0,Hydro,"NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WW7,,,Y,Y,N,330,500,GROSS/NET,SLOW,Y,N,500,GENERATOR,,"2014/01/31 16:13:22",1.03004577,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WW8,,,Y,Y,N,330,500,GROSS/NET,SLOW,Y,N,500,GENERATOR,,"2014/01/31 16:13:22",1.03004577,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WWNL1,,,N,N,N,330,12,GROSS/NET,FAST,Y,N,15,GENERATOR,,"2014/01/31 16:13:22",1.03004577,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WWNL2,,,N,N,N,330,12,GROSS/NET,FAST,Y,N,15,GENERATOR,,"2014/01/31 16:13:22",1.03004577,"Black coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,APS,,,Y,Y,N,220,165,GROSS/NET,SLOW,Y,N,165,GENERATOR,,"2014/07/28 10:23:04",1.22862510,"Brown coal","NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,APS1,,,N,N,N,220,1,GROSS/NET,,Y,N,1,GENERATOR,,"2014/07/28 10:23:04",1.22862510,"Brown coal","Estimate - NGA 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,APD02,,,N,N,N,500,290,GROSS/NET,,N,Y,290,LOAD,,"2015/06/04 11:06:47",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PIONEER1,,,N,N,N,66,31,NET/NET,,N,N,31,GENERATOR,,"2015/06/04 11:06:47",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PIONEER2,,,N,N,N,66,37,NET/NET,,N,N,37,GENERATOR,,"2015/06/04 11:06:47",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PORTWF,,,N,N,N,500,148,GROSS/NET,,N,N,148,GENERATOR,,"2015/06/04 11:06:47",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CATAGUN1,,,N,N,N,220,24,GROSS/NET,SLOW,Y,N,24,GENERATOR,,"2016/03/07 16:08:57",0.9720,"Diesel oil","Estimate - NGA 2011"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PORTLAT1,,,N,N,N,22,11,NET/NET,,Y,N,11,GENERATOR,,"2016/03/24 10:40:27",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PORTLAT2,,,N,N,N,22,12,NET/NET,,Y,N,12,GENERATOR,,"2016/03/24 10:40:27",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GEORGTN11,,,N,N,N,22,15,GROSS/NET,,Y,N,15,GENERATOR,,"2016/03/17 10:53:31",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GEOGRTN21,,,N,N,N,22,15,GROSS/NET,,Y,N,15,GENERATOR,,"2016/03/17 10:53:31",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MEADOWB21,,,N,N,N,110,24,GROSS/NET,,Y,N,24,GENERATOR,,"2016/03/17 10:54:18",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,QUERIVE2,,,N,N,N,22,24,NET/NET,,Y,N,24,GENERATOR,,"2016/04/13 15:09:12",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,QUERIVE1,,,N,N,N,22,24,NET/NET,,Y,N,24,GENERATOR,,"2016/04/13 15:09:13",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,QUERIVE3,,,N,N,N,22,12,NET/NET,,Y,N,12,GENERATOR,,"2016/05/02 15:48:51",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BBDISEL1,,,N,N,N,110,75,NET/NET,,Y,N,75,GENERATOR,,"2016/05/10 16:12:12",0.9720,"Diesel oil","Estimate - NGA 2015"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,APD01,,,N,N,N,500,450,GROSS/NET,,N,Y,509,LOAD,,"2016/10/28 12:40:01",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BANKSPT1,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2017/05/11 11:04:22",0.7080,"Diesel oil","Estimate - NGA 2016"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BLULAKE1,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2017/05/11 11:04:22",0.6570,"Diesel oil","Estimate - NGA 2016"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MORNW,,,N,N,N,11,1,NET/NET,,Y,N,1,GENERATOR,,"2017/05/11 11:04:22",0.06,"Landfill biogas methane","Estimate - NGA 2016"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PEDLER1,,,N,N,N,11,3,GROSS/NET,,Y,N,3,GENERATOR,,"2017/05/11 11:04:22",0.06,"Landfill biogas methane","Estimate - NGA 2016"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WYNDW,,,N,N,N,11,1,NET/NET,,Y,N,1,GENERATOR,,"2017/05/11 11:04:22",0.06,"Landfill biogas methane","Estimate - NGA 2016"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CHALLHWF,,,N,N,N,66,52,NET/NET,,Y,N,52,GENERATOR,,"2018/10/15 09:08:28",0,Wind,"NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ERGT01,,,N,N,N,11,42,GROSS/NET,,Y,N,56,GENERATOR,,"2018/10/24 09:51:11",,"Black coal","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CG2,,,N,Y,N,330,181,GROSS/NET,FAST,Y,N,181,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JLA02,,,Y,N,N,220,51,GROSS/NET,FAST,Y,N,65,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PUMP2,,,Y,N,N,275,240,GROSS/NET,FAST,Y,N,245,LOAD,,"2018/10/24 09:51:11",,Hydro,"On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,QPS4,,,Y,N,N,66,24,NET/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ROCHEDAL,,,N,N,N,11,4,NET/NET,,Y,N,4,GENERATOR,,"2018/10/24 09:51:11",0.0620,"Landfill biogas methane","NGA 2018"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ROWALLAN,,,N,N,N,220,11,GROSS/NET,,Y,N,11,GENERATOR,,"2018/10/24 09:51:11",,Hydro,"On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CG4,,,N,Y,N,330,181,GROSS/NET,FAST,Y,N,181,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,INVICTA,,,N,N,N,132,50,NET/NET,,Y,N,50,GENERATOR,,"2018/10/24 09:51:11",,Bagasse,"On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JLA03,,,Y,N,N,220,51,GROSS/NET,FAST,Y,N,65,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KAREEYA3,,,Y,N,N,132,21,GROSS/NET,FAST,Y,N,21,GENERATOR,,"2018/10/24 09:51:11",,Hydro,"On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TORRA2,,,Y,Y,N,275,120,GROSS/NET,SLOW,Y,N,130,GENERATOR,,"2018/10/24 09:51:11",0.708560,"Natural Gas (Pipeline)","ISP 2018"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WHIT1,,,N,N,N,11,1,NET/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:11",0.0620,"Landfill biogas methane","NGA 2018"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AWABAREF,,,N,N,N,11,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:11",0.0620,"Landfill biogas methane","NGA 2018"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,EDLRGNRD,,,N,N,N,11,2,NET/NET,,Y,N,2,GENERATOR,,"2018/10/24 09:51:11",0.0620,"Landfill biogas methane","NGA 2018"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JLA04,,,Y,N,N,220,51,GROSS/NET,FAST,Y,N,65,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JLB02,,,Y,N,N,220,76,GROSS/NET,FAST,Y,N,100,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SNUG6,,,Y,N,N,132,21,GROSS/NET,FAST,N,N,26,GENERATOR,,"2018/11/21 14:00:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,VICMILL1,,,N,N,N,66,24,GROSS/NET,,N,N,24,GENERATOR,,"2018/11/21 14:00:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CALLNL4,,,N,N,N,132,30,NET/NET,,N,N,30,GENERATOR,,"2018/11/21 14:00:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,QPS2,,,Y,N,N,66,24,NET/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,RUBICON,,,N,N,N,22,13,GROSS/NET,SLOW,Y,N,13,GENERATOR,,"2018/10/24 09:51:11",,Hydro,"On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CLOVER,,,N,N,N,66,29,GROSS/NET,FAST,Y,N,29,GENERATOR,,"2018/10/24 09:51:11",,Hydro,"On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DAANDIN2,,,N,N,N,33,33,GROSS/NET,,N,N,33,GENERATOR,,"2018/10/24 09:51:11",,"Coal seam methane","Excluded NMNS"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JLB03,,,Y,N,N,220,76,GROSS/NET,FAST,Y,N,100,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,KAREEYA4,,,Y,N,N,132,21,GROSS/NET,FAST,Y,N,22,GENERATOR,,"2018/10/24 09:51:11",,Hydro,"On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,PUMP1,,,Y,N,N,275,240,GROSS/NET,FAST,Y,N,245,LOAD,,"2018/10/24 09:51:11",,Hydro,"On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,REDBANK1,,,Y,N,N,132,150,NET/NET,SLOW,Y,N,151,GENERATOR,,"2018/10/24 09:51:11",,"Other solid fossil fuels","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SNUG5,,,Y,N,N,132,21,GROSS/NET,FAST,N,N,26,GENERATOR,,"2018/11/21 14:00:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TORRA4,,,Y,Y,N,275,120,GROSS/NET,SLOW,Y,N,130,GENERATOR,,"2018/10/24 09:51:11",0.708560,"Natural Gas (Pipeline)","ISP 2018"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,JACKSGUL2,,,N,N,N,11,2,GROSS/NET,,Y,N,2,GENERATOR,,"2018/11/21 14:00:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,STHBKTEC,,,N,N,N,11,1,NET/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:11",0.9570,"Diesel oil","NGA 2018"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TVCC_ST1,,,N,Y,N,220,68,GROSS/NET,SLOW,Y,N,68,GENERATOR,,"2018/10/24 09:51:11",,"Natural Gas (Pipeline)","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BERWICK,,,N,N,N,,7,NET/NET,,N,N,7,GENERATOR,,"2018/11/21 14:00:22",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BRAEMG6,,,N,Y,N,275,173,GROSS/NET,FAST,Y,N,173,GENERATOR,,"2018/10/24 09:51:11",,"Coal seam methane","On Exclusion List"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BALBL1,,,N,Y,N,22,30,GROSS/NET,FAST,Y,N,30,LOAD,,"2019/01/14 14:43:38",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,DALNTHL1,,,N,Y,N,33,30,GROSS/NET,FAST,Y,N,30,LOAD,,"2019/01/14 14:43:38",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GANNBL1,,,N,Y,N,33,30,GROSS/NET,FAST,Y,N,25,LOAD,,"2019/01/14 14:43:38",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,RACOMIL1,,,N,N,N,66,48,GROSS/NET,,N,N,48,GENERATOR,,"2019/05/30 16:04:01",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MIDLDPS1,,,N,N,N,22,6,NET/NET,,N,N,7,GENERATOR,,"2019/05/30 16:04:02",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TABMILL2,,,N,N,N,66,24,GROSS/NET,,N,N,17,GENERATOR,,"2019/09/09 09:44:06",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,VPGS4,,,Y,N,N,500,50,GROSS/NET,FAST,Y,N,60,GENERATOR,,"2018/10/24 09:51:00",0.81448250,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,VPGS5,,,Y,N,N,500,50,GROSS/NET,FAST,Y,N,60,GENERATOR,,"2018/10/24 09:51:00",0.81448250,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,VPGS6,,,Y,N,N,500,50,GROSS/NET,FAST,Y,N,60,GENERATOR,,"2018/10/24 09:51:00",0.81448250,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,VPNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",0.87716580,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,W/HOE#1,,,Y,Y,N,275,285,GROSS/NET,FAST,Y,N,285,GENERATOR,,"2019/10/28 13:28:00",0,Hydro,ISP2022
