region,fueltech,interval,power,emissions
NSW1,solar,2026-08-10 19:30:00+10:00,0.013033333333333334,0.0
NSW1,solar,2026-08-10 20:00:00+10:00,0.013033333333333334,0.0
NSW1,solar,2026-08-10 20:30:00+10:00,0.012866666666666667,0.0
NSW1,solar,2026-08-10 21:00:00+10:00,0.013033333333333334,0.0
NSW1,solar,2026-08-10 21:30:00+10:00,0.012700000000000001,0.0
NSW1,solar,2026-08-10 22:00:00+10:00,0.013033333333333334,0.0
NSW1,solar,2026-08-10 22:30:00+10:00,0.012866666666666667,0.0
NSW1,solar,2026-08-10 23:00:00+10:00,0.012700000000000001,0.0
NSW1,solar,2026-08-10 23:30:00+10:00,0.012866666666666667,0.0
NSW1,wind,2026-08-10 00:00:00+10:00,1546.0877333333335,0.0
NSW1,wind,2026-08-10 00:30:00+10:00,1649.79325,0.0
NSW1,wind,2026-08-10 01:00:00+10:00,1794.0520999999999,0.0
NSW1,wind,2026-08-10 01:30:00+10:00,1978.7019333333335,0.0
NSW1,wind,2026-08-10 02:00:00+10:00,2087.2267333333334,0.0
NSW1,wind,2026-08-10 02:30:00+10:00,2115.8565166666667,0.0
NSW1,wind,2026-08-10 03:00:00+10:00,2117.5331166666665,0.0
NSW1,wind,2026-08-10 03:30:00+10:00,2149.4855666666667,0.0
NSW1,wind,2026-08-10 04:00:00+10:00,2207.36235,0.0
NSW1,wind,2026-08-10 04:30:00+10:00,2124.332966666667,0.0
NSW1,wind,2026-08-10 05:00:00+10:00,2266.0382833333333,0.0
NSW1,wind,2026-08-10 05:30:00+10:00,2078.0389833333334,0.0
NSW1,wind,2026-08-10 06:00:00+10:00,1913.95475,0.0
NSW1,wind,2026-08-10 06:30:00+10:00,1839.9736666666668,0.0
NSW1,wind,2026-08-10 07:00:00+10:00,1815.3594333333333,0.0
NSW1,wind,2026-08-10 07:30:00+10:00,1742.1110666666666,0.0
NSW1,wind,2026-08-10 08:00:00+10:00,1818.5248,0.0
NSW1,wind,2026-08-10 08:30:00+10:00,1846.4330833333333,0.0
NSW1,wind,2026-08-10 09:00:00+10:00,1850.927,0.0
NSW1,wind,2026-08-10 09:30:00+10:00,1805.5167666666666,0.0
NSW1,wind,2026-08-10 10:00:00+10:00,1813.1031166666664,0.0
NSW1,wind,2026-08-10 10:30:00+10:00,1768.79785,0.0
NSW1,wind,2026-08-10 11:00:00+10:00,1750.0034333333333,0.0
NSW1,wind,2026-08-10 11:30:00+10:00,1716.0657666666666,0.0
NSW1,wind,2026-08-10 12:00:00+10:00,1681.2352333333336,0.0
NSW1,wind,2026-08-10 12:30:00+10:00,1612.5293833333333,0.0
NSW1,wind,2026-08-10 13:00:00+10:00,1486.1538,0.0
NSW1,wind,2026-08-10 13:30:00+10:00,1448.6874500000001,0.0
NSW1,wind,2026-08-10 14:00:00+10:00,1414.1644666666668,0.0
NSW1,wind,2026-08-10 14:30:00+10:00,1474.81865,0.0
NSW1,wind,2026-08-10 15:00:00+10:00,1550.2389833333334,0.0
NSW1,wind,2026-08-10 15:30:00+10:00,1687.06375,0.0
NSW1,wind,2026-08-10 16:00:00+10:00,1766.9898666666668,0.0
NSW1,wind,2026-08-10 16:30:00+10:00,1733.1363166666667,0.0
NSW1,wind,2026-08-10 17:00:00+10:00,1815.6004,0.0
NSW1,wind,2026-08-10 17:30:00+10:00,1881.8387833333334,0.0
NSW1,wind,2026-08-10 18:00:00+10:00,2079.285,0.0
NSW1,wind,2026-08-10 18:30:00+10:00,2118.7512666666667,0.0
NSW1,wind,2026-08-10 19:00:00+10:00,2142.3039166666667,0.0
NSW1,wind,2026-08-10 19:30:00+10:00,2148.1375166666667,0.0
NSW1,wind,2026-08-10 20:00:00+10:00,2105.46565,0.0
NSW1,wind,2026-08-10 20:30:00+10:00,2067.4881499999997,0.0
NSW1,wind,2026-08-10 21:00:00+10:00,2111.417516666667,0.0
NSW1,wind,2026-08-10 21:30:00+10:00,2196.152,0.0
NSW1,wind,2026-08-10 22:00:00+10:00,2204.4681166666664,0.0
NSW1,wind,2026-08-10 22:30:00+10:00,2190.5737166666663,0.0
NSW1,wind,2026-08-10 23:00:00+10:00,2163.9161333333336,0.0
NSW1,wind,2026-08-10 23:30:00+10:00,2189.50425,0.0
